ham,"Yeah why not, is the gang all ready"
ham,No message..no responce..what happend?
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,K come to nordstrom when you're done
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,I'm on da bus going home...
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Come to my home for one last time i wont do anything. Trust me.
ham,Now press conference da:)
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,Nope... Juz off from work...
ham,Hmmm:)how many players selected?
ham,Also remember to get dobby's bowl from your car
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,Nope i'll come online now..
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,�� still got lessons?  �� in sch?
ham,Dunno lei �_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,What should i eat fo lunch senor
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,I went to ur hon lab but no one is there.
ham,Lol now I'm after that hot air balloon!
ham,Well that must be a pain to catch
ham,You know what hook up means right?
ham,Are you ok. What happen to behave like this
ham,Probably a couple hours tops
ham,Customer place i will call you
ham,I said its okay. Sorry
ham,I know you are. Can you pls open the back?
ham,They said �_ dun haf passport or smth like dat.. Or �_ juz send to my email account..  
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,Dunno dat's wat he told me. Ok lor...
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"Sorry, I'll call later"
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,I'm at work. Please call
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,\Keep ur problems in ur heart
ham,I am great! How are you?
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"Sir Goodmorning, Once free call me."
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,You stayin out of trouble stranger!!saw Dave the other day he��s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
ham,Near kalainar tv office.thenampet
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Ok.ok ok..then..whats ur todays plan
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,"I dont knw pa, i just drink milk.."
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
ham,Oh is it! Which brand?
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,I need to come home and give you some good lovin...
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Oh... Okie lor...We go on sat... 
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,�� collecting ur laptop then going to configure da settings izzit?
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,I'm done oredi...
ham,When did you get to the library
ham,Company is very good.environment is terrific and food is really nice:)
ham,"That's the trouble with classes that go well - you're due a dodgey one ��_ Expecting mine tomo! See you for recovery, same time, same place "
ham,Also andros ice etc etc
ham,Pls send me your address sir.
ham,"Yes but i dont care! I need you bad, princess!"
ham,Mathews or tait or edwards or anderson
ham,Once free call me sir. I am waiting for you.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,Lmao you know me so well...
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Do you think i can move  &lt;#&gt;  in a week
ham,�� neva tell me how i noe... I'm not at home in da aft wat... 
ham,Now i'm going for lunch.
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,Sorry da. I gone mad so many pending works what to do.
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,Come to medical college at 7pm ......forward it da
ham,Ok leave no need to ask
ham,Or I guess  &lt;#&gt;  min
ham,"\What are youdoing later? Sar xxx\"""""
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,I cant pick the phone right now. Pls send a message
ham,Sir send to group mail check it.
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,K..k...from tomorrow onwards started ah?
ham,Alright took the morphine. Back in yo.
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,Stop knowing me so well!
ham,Gud ni8.swt drms.take care
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,"Tick, tick, tick ... Babe"
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,Two fundamentals of cool life: \Walk
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,How much for an eighth?
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND��S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,Huh so early.. Then �_ having dinner outside izzit?
ham,Take some small dose tablet for fever
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,I've reached home n i bathe liao... U can call me now...
ham,Oh great. I.ll disturb him more so that we can talk.
ham,\HEY KATE
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Moji just informed me that you saved our lives. Thanks.
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Lol ok your forgiven :)
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,Can u get pic msgs to your phone?
ham,�� v ma fan...
ham,I dunno they close oredi not... �� v ma fan...
ham,What pa tell me.. I went to bath:-)
ham,(That said can you text him one more time?)
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Yes i will be there. Glad you made it.
ham,So how many days since then?
ham,Hey r �_ still online? I've finished the formatting...
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,Me n him so funny...
ham,Hey u still at the gym?
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Are you in castor? You need to see something
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,Please leave this topic..sorry for telling that..
ham,Want to finally have lunch today?
ham,"Greetings me, ! Consider yourself excused."
ham,U 2.
ham,Hey do you want anything to buy:)
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,O shore are you takin the bus
ham,Nope i waiting in sch 4 daddy... 
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,I am not having her number sir
ham,"Haha awesome, omw back now then"
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,If you r @ home then come down within 5 min
ham,What you doing?how are you?
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Hey now am free you can call me.
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,I am in your office na.
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Havent still waitin as usual... �� come back sch oredi?
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,Where at were hungry too
ham,That's y we haf to combine n c how lor...
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Bill, as in: Are there any letters for me. i�۪m expecting one from orange that isn�۪t a bill but may still say orange on it."
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Do �_ noe if ben is going?
ham,"Uh, heads up we don't have THAT much left"
ham,WOT U WANNA DO THEN MISSY?
ham,Are you going to write ccna exam this week??
ham,Cos daddy arranging time c wat time fetch �_ mah...
ham,Are you there in room.
ham,Then i buy.
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Nothin comes to my mind. �� help me buy hanger lor. Ur laptop not heavy?
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,I wont do anything de.
ham,K..u also dont msg or reply to his msg..
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,I'm glad. You are following your dreams.
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,I'm working technical support :)voice process.networking field.
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,Jus finish bathing...
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,No shoot me. I'm in the docs waiting room. :/
ham,Oh k...i'm watching here:)
ham,Small problem in auction:)punj now asking tiwary
ham,Sorry i din lock my keypad.
ham,U wan 2 haf lunch i'm in da canteen now.
ham,Where's my boytoy? I miss you ... What happened?
ham,Boy you best get yo ass out here quick
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Where @
ham,Convey my regards to him
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,Minimum walk is 3miles a day.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,Geeeee ... I love you so much I can barely stand it
ham,Then what about further plan?
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,"Come round, it's . "
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,Wen did you get so spiritual and deep. That's great
ham,I meant middle left or right?
ham,"Not for possession, especially not first offense"
ham,K..k..i'm also fine:)when will you complete the course?
ham,I didnt get anything da
ham,No screaming means shouting..
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Love it! I want to flood that pretty pussy with cum...
ham,"Yes, princess. Toledo."
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
ham,Haha... can... But i'm having dinner with my cousin...
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
spam,FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
spam,Win a �1000 cash prize or a prize worth �5000
spam,You have 1 new message. Please call 08718738034.
spam,You are a winner U have been specially selected 2 receive �1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890�1.50 per msg
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
spam,"URGENT!: Your Mobile No. was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,FREE entry into our �250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Filthy stories and GIRLS waiting for your
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
spam,TBS/PERSOLVO. been chasing us since Sept for�38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
spam,This message is brought to you by GMW Ltd. and is not connected to the
